Camera,Phase,Species,Detections,Latitude,Longitude,Operation,RAI,Ind_Dogs,Dogs_Scaled,LGD,Sheep,elevation.clean,slope.clean,vegetation.clean,fence.dist.clean,road.dist.clean,water.dist.clean,rugged9.clean,rugged25.clean,rugged49.clean,rugged81.clean,rugged121.clean,viewshed.clean,viewshed.reclass.clean,ndvi.16.clean.1,veg.edges.dist.clean,chap.edges.dist.clean,ndvi.16.clean.2
C15,2,LYRU,20,38.99488,-123.08437,377,0.053050398,3,,Y,,-0.897571683,,,,,,,,,,,,,,,,
C15,2,Dogs,53,38.99488,-123.08437,377,0.140583554,3,,Y,,-0.897571683,,,,,,,,,,,,,,,,
C17,2,LYRU,1,38.98819,-123.08453,376,0.002659574,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
C17,2,Dogs,0,38.98819,-123.08453,376,0,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
D04,2,LYRU,2,39.032,-123.07932,360,0.005555556,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D04,2,Dogs,0,39.032,-123.07932,360,0,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D06,2,LYRU,24,39.02524,-123.0786,371,0.064690027,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D06,2,Dogs,0,39.02524,-123.0786,371,0,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D08,2,LYRU,3,39.01839,-123.07802,376,0.007978723,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D08,2,Dogs,0,39.01839,-123.07802,376,0,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D10,2,LYRU,6,39.01199,-123.07796,224,0.026785714,0,,N,,-0.217530221,,,,,,,,,,,,,,,,
D10,2,Dogs,0,39.01199,-123.07796,224,0,0,,N,,-0.217530221,,,,,,,,,,,,,,,,
D12,2,LYRU,19,39.00478,-123.07772,362,0.052486188,2,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D12,2,Dogs,1,39.00478,-123.07772,362,0.002762431,2,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D14,2,LYRU,1,38.99776,-123.07731,340,0.002941176,0,,N,,-0.791820228,,,,,,,,,,,,,,,,
D14,2,Dogs,0,38.99776,-123.07731,340,0,0,,N,,-0.791820228,,,,,,,,,,,,,,,,
D16,2,LYRU,2,38.99145,-123.07739,365,0.005479452,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
D16,2,Dogs,0,38.99145,-123.07739,365,0,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
E05,2,LYRU,10,39.02881,-123.07079,355,0.028169014,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E05,2,Dogs,0,39.02881,-123.07079,355,0,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E07,2,LYRU,0,39.0221,-123.0712,376,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E07,2,Dogs,0,39.0221,-123.0712,376,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E09,2,LYRU,0,39.0153,-123.0707,351,0,0,,N,,0.269932121,,,,,,,,,,,,,,,,
E09,2,Dogs,0,39.0153,-123.0707,351,0,0,,N,,0.269932121,,,,,,,,,,,,,,,,
E11,2,LYRU,1,39.00868,-123.07081,363,0.002754821,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E11,2,Dogs,0,39.00868,-123.07081,363,0,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E13,2,LYRU,1,39.00151,-123.07004,364,0.002747253,0,,N,,-0.839186609,,,,,,,,,,,,,,,,
E13,2,Dogs,0,39.00151,-123.07004,364,0,0,,N,,-0.839186609,,,,,,,,,,,,,,,,
E15,2,LYRU,3,38.99478,-123.06953,364,0.008241758,0,,N,,-0.870527864,,,,,,,,,,,,,,,,
E15,2,Dogs,0,38.99478,-123.06953,364,0,0,,N,,-0.870527864,,,,,,,,,,,,,,,,
E17,2,LYRU,0,38.98867,-123.06975,365,0,1,,Y,,-0.960982919,,,,,,,,,,,,,,,,
E17,2,Dogs,38,38.98867,-123.06975,365,0.104109589,1,,Y,,-0.960982919,,,,,,,,,,,,,,,,
F04,2,LYRU,6,39.03244,-123.06379,305,0.019672131,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F04,2,Dogs,0,39.03244,-123.06379,305,0,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F06,2,LYRU,1,39.02548,-123.06373,338,0.00295858,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F06,2,Dogs,0,39.02548,-123.06373,338,0,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F08,2,LYRU,2,39.01849,-123.06368,355,0.005633803,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F08,2,Dogs,0,39.01849,-123.06368,355,0,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F10,2,LYRU,1,39.01194,-123.063,357,0.00280112,0,,N,,0.293638736,,,,,,,,,,,,,,,,
F10,2,Dogs,0,39.01194,-123.063,357,0,0,,N,,0.293638736,,,,,,,,,,,,,,,,
G09,2,LYRU,5,39.01552,-123.05519,344,0.014534884,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G09,2,Dogs,0,39.01552,-123.05519,344,0,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G11,2,LYRU,4,39.009,-123.05591,356,0.011235955,0,,N,,0.388111562,,,,,,,,,,,,,,,,
G11,2,Dogs,0,39.009,-123.05591,356,0,0,,N,,0.388111562,,,,,,,,,,,,,,,,
A03,3,LYRU,2,39.0347,-123.10165,378,0.005291005,0,,N,,-0.403376549,,,,,,,,,,,,,,,,
A03,3,Dogs,0,39.0347,-123.10165,378,0,0,,N,,-0.403376549,,,,,,,,,,,,,,,,
A13,3,LYRU,0,39.00059,-123.10008,372,0,1,,Y,,-1.310959101,,,,,,,,,,,,,,,,
A13,3,Dogs,1,39.00059,-123.10008,372,0.002688172,1,,Y,,-1.310959101,,,,,,,,,,,,,,,,
B02,3,LYRU,1,39.03789,-123.09434,357,0.00280112,0,,N,,0.760355115,,,,,,,,,,,,,,,,
B02,3,Dogs,0,39.03789,-123.09434,357,0,0,,N,,0.760355115,,,,,,,,,,,,,,,,
B04,3,LYRU,2,39.03127,-123.09418,368,0.005434783,0,,N,,-0.090064593,,,,,,,,,,,,,,,,
B04,3,Dogs,0,39.03127,-123.09418,368,0,0,,N,,-0.090064593,,,,,,,,,,,,,,,,
B06,3,LYRU,0,39.02517,-123.09378,368,0,0,,N,,-0.175824359,,,,,,,,,,,,,,,,
B06,3,Dogs,0,39.02517,-123.09378,368,0,0,,N,,-0.175824359,,,,,,,,,,,,,,,,
B08,3,LYRU,1,39.0181,-123.0933,376,0.002659574,0,,N,,-0.631862342,,,,,,,,,,,,,,,,
B08,3,Dogs,0,39.0181,-123.0933,376,0,0,,N,,-0.631862342,,,,,,,,,,,,,,,,
B10,3,LYRU,2,39.01139,-123.09276,376,0.005319149,0,,N,,-1.153982282,,,,,,,,,,,,,,,,
B10,3,Dogs,0,39.01139,-123.09276,376,0,0,,N,,-1.153982282,,,,,,,,,,,,,,,,
B12,3,LYRU,5,39.0043,-123.09306,374,0.013368984,2,,Y,,-0.933145761,,,,,,,,,,,,,,,,
B12,3,Dogs,10,39.0043,-123.09306,374,0.026737968,2,,Y,,-0.933145761,,,,,,,,,,,,,,,,
B14,3,LYRU,2,38.99797,-123.09263,330,0.006060606,2,,Y,,-1.038579583,,,,,,,,,,,,,,,,
B14,3,Dogs,3,38.99797,-123.09263,330,0.009090909,2,,Y,,-1.038579583,,,,,,,,,,,,,,,,
C03,3,LYRU,43,39.03551,-123.08639,371,0.115902965,0,,N,,1.108817816,,,,,,,,,,,,,,,,
C03,3,Dogs,2,39.03551,-123.08639,371,0.005390836,0,,N,,1.108817816,,,,,,,,,,,,,,,,
C05,3,LYRU,0,39.02836,-123.08619,363,0,0,,N,,0.663161099,,,,,,,,,,,,,,,,
C05,3,Dogs,0,39.02836,-123.08619,363,0,0,,N,,0.663161099,,,,,,,,,,,,,,,,
C07,3,LYRU,0,39.02201,-123.08588,375,0,0,,N,,0.116062872,,,,,,,,,,,,,,,,
C07,3,Dogs,0,39.02201,-123.08588,375,0,0,,N,,0.116062872,,,,,,,,,,,,,,,,
C09,3,LYRU,0,39.01465,-123.08611,375,0,0,,N,,-0.480375111,,,,,,,,,,,,,,,,
C09,3,Dogs,0,39.01465,-123.08611,375,0,0,,N,,-0.480375111,,,,,,,,,,,,,,,,
C11,3,LYRU,5,39.0082,-123.08518,363,0.013774105,3,,Y,,-0.868571937,,,,,,,,,,,,,,,,
C11,3,Dogs,11,39.0082,-123.08518,363,0.03030303,3,,Y,,-0.868571937,,,,,,,,,,,,,,,,
C15,3,LYRU,24,38.99488,-123.08437,365,0.065753425,3,,Y,,-0.897571683,,,,,,,,,,,,,,,,
C15,3,Dogs,11,38.99488,-123.08437,365,0.030136986,3,,Y,,-0.897571683,,,,,,,,,,,,,,,,
C17,3,LYRU,3,38.98819,-123.08453,365,0.008219178,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
C17,3,Dogs,0,38.98819,-123.08453,365,0,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
D04,3,LYRU,1,39.032,-123.07932,359,0.002785515,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D04,3,Dogs,2,39.032,-123.07932,359,0.005571031,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D06,3,LYRU,2,39.02524,-123.0786,308,0.006493506,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D06,3,Dogs,0,39.02524,-123.0786,308,0,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D08,3,LYRU,0,39.01839,-123.07802,303,0,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D08,3,Dogs,0,39.01839,-123.07802,303,0,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D10,3,LYRU,2,39.01199,-123.07796,313,0.006389776,0,,N,,-0.217530221,,,,,,,,,,,,,,,,
D10,3,Dogs,0,39.01199,-123.07796,313,0,0,,N,,-0.217530221,,,,,,,,,,,,,,,,
D12,3,LYRU,31,39.00478,-123.07772,363,0.085399449,2,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D12,3,Dogs,2,39.00478,-123.07772,363,0.005509642,2,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D14,3,LYRU,3,38.99776,-123.07731,393,0.007633588,0,,N,,-0.791820228,,,,,,,,,,,,,,,,
D14,3,Dogs,0,38.99776,-123.07731,393,0,0,,N,,-0.791820228,,,,,,,,,,,,,,,,
D16,3,LYRU,2,38.99145,-123.07739,380,0.005263158,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
D16,3,Dogs,0,38.99145,-123.07739,380,0,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
E05,3,LYRU,4,39.02881,-123.07079,377,0.01061008,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E05,3,Dogs,0,39.02881,-123.07079,377,0,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E07,3,LYRU,0,39.0221,-123.0712,363,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E07,3,Dogs,0,39.0221,-123.0712,363,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E09,3,LYRU,0,39.0153,-123.0707,378,0,2,,Y,,0.269932121,,,,,,,,,,,,,,,,
E09,3,Dogs,1,39.0153,-123.0707,378,0.002645503,2,,Y,,0.269932121,,,,,,,,,,,,,,,,
E11,3,LYRU,1,39.00868,-123.07081,371,0.002695418,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E11,3,Dogs,0,39.00868,-123.07081,371,0,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E13,3,LYRU,4,39.00151,-123.07004,372,0.010752688,1,,Y,,-0.839186609,,,,,,,,,,,,,,,,
E13,3,Dogs,1,39.00151,-123.07004,372,0.002688172,1,,Y,,-0.839186609,,,,,,,,,,,,,,,,
E15,3,LYRU,2,38.99478,-123.06953,372,0.005376344,0,,N,,-0.870527864,,,,,,,,,,,,,,,,
E15,3,Dogs,0,38.99478,-123.06953,372,0,0,,N,,-0.870527864,,,,,,,,,,,,,,,,
E17,3,LYRU,1,38.98867,-123.06975,371,0.002695418,3,,Y,,-0.960982919,,,,,,,,,,,,,,,,
E17,3,Dogs,18,38.98867,-123.06975,371,0.04851752,3,,Y,,-0.960982919,,,,,,,,,,,,,,,,
F04,3,LYRU,0,39.03244,-123.06379,356,0,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F04,3,Dogs,0,39.03244,-123.06379,356,0,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F06,3,LYRU,1,39.02548,-123.06373,377,0.00265252,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F06,3,Dogs,0,39.02548,-123.06373,377,0,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F08,3,LYRU,0,39.01849,-123.06368,335,0,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F08,3,Dogs,0,39.01849,-123.06368,335,0,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F10,3,LYRU,0,39.01194,-123.063,372,0,0,,N,,0.293638736,,,,,,,,,,,,,,,,
F10,3,Dogs,0,39.01194,-123.063,372,0,0,,N,,0.293638736,,,,,,,,,,,,,,,,
G09,3,LYRU,0,39.01552,-123.05519,372,0,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G09,3,Dogs,0,39.01552,-123.05519,372,0,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G11,3,LYRU,0,39.009,-123.05591,372,0,0,,N,,0.388111562,,,,,,,,,,,,,,,,
G11,3,Dogs,2,39.009,-123.05591,372,0.005376344,0,,N,,0.388111562,,,,,,,,,,,,,,,,
A03,4,LYRU,0,39.0347,-123.10165,467,0,0,,N,,-0.403376549,,,,,,,,,,,,,,,,
A03,4,Dogs,1,39.0347,-123.10165,467,0.002141328,0,,N,,-0.403376549,,,,,,,,,,,,,,,,
A13,4,LYRU,0,39.00059,-123.10008,466,0,0,,N,,-1.310959101,,,,,,,,,,,,,,,,
A13,4,Dogs,0,39.00059,-123.10008,466,0,0,,N,,-1.310959101,,,,,,,,,,,,,,,,
B02,4,LYRU,19,39.03789,-123.09434,463,0.041036717,0,,N,,0.760355115,,,,,,,,,,,,,,,,
B02,4,Dogs,0,39.03789,-123.09434,463,0,0,,N,,0.760355115,,,,,,,,,,,,,,,,
B04,4,LYRU,6,39.03127,-123.09418,470,0.012765957,0,,N,,-0.090064593,,,,,,,,,,,,,,,,
B04,4,Dogs,0,39.03127,-123.09418,470,0,0,,N,,-0.090064593,,,,,,,,,,,,,,,,
B06,4,LYRU,6,39.02517,-123.09378,478,0.012552301,0,,N,,-0.175824359,,,,,,,,,,,,,,,,
B06,4,Dogs,0,39.02517,-123.09378,478,0,0,,N,,-0.175824359,,,,,,,,,,,,,,,,
B08,4,LYRU,0,39.0181,-123.0933,478,0,0,,N,,-0.631862342,,,,,,,,,,,,,,,,
B08,4,Dogs,0,39.0181,-123.0933,478,0,0,,N,,-0.631862342,,,,,,,,,,,,,,,,
B10,4,LYRU,4,39.01139,-123.09276,478,0.008368201,0,,N,,-1.153982282,,,,,,,,,,,,,,,,
B10,4,Dogs,0,39.01139,-123.09276,478,0,0,,N,,-1.153982282,,,,,,,,,,,,,,,,
B12,4,LYRU,7,39.0043,-123.09306,443,0.015801354,0,,N,,-0.933145761,,,,,,,,,,,,,,,,
B12,4,Dogs,0,39.0043,-123.09306,443,0,0,,N,,-0.933145761,,,,,,,,,,,,,,,,
B14,4,LYRU,4,38.99797,-123.09263,468,0.008547009,2,,Y,,-1.038579583,,,,,,,,,,,,,,,,
B14,4,Dogs,11,38.99797,-123.09263,468,0.0248307,2,,Y,,-1.038579583,,,,,,,,,,,,,,,,
C03,4,LYRU,86,39.03551,-123.08639,470,0.182978723,0,,N,,1.108817816,,,,,,,,,,,,,,,,
C03,4,Dogs,1,39.03551,-123.08639,470,0.00212766,0,,N,,1.108817816,,,,,,,,,,,,,,,,
C05,4,LYRU,0,39.02836,-123.08619,470,0,0,,N,,0.663161099,,,,,,,,,,,,,,,,
C05,4,Dogs,0,39.02836,-123.08619,470,0,0,,N,,0.663161099,,,,,,,,,,,,,,,,
C07,4,LYRU,0,39.02201,-123.08588,463,0,0,,N,,0.116062872,,,,,,,,,,,,,,,,
C07,4,Dogs,0,39.02201,-123.08588,463,0,0,,N,,0.116062872,,,,,,,,,,,,,,,,
C09,4,LYRU,1,39.01465,-123.08611,445,0.002247191,0,,N,,-0.480375111,,,,,,,,,,,,,,,,
C09,4,Dogs,0,39.01465,-123.08611,445,0,0,,N,,-0.480375111,,,,,,,,,,,,,,,,
C11,4,LYRU,2,39.0082,-123.08518,469,0.004264392,1,,Y,,-0.868571937,,,,,,,,,,,,,,,,
C11,4,Dogs,1,39.0082,-123.08518,469,0.002132196,1,,Y,,-0.868571937,,,,,,,,,,,,,,,,
C15,4,LYRU,18,38.99488,-123.08437,450,0.04,0,,N,,-0.897571683,,,,,,,,,,,,,,,,
C15,4,Dogs,0,38.99488,-123.08437,450,0,0,,N,,-0.897571683,,,,,,,,,,,,,,,,
C17,4,LYRU,2,38.98819,-123.08453,446,0.004484305,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
C17,4,Dogs,1,38.98819,-123.08453,446,0.002242152,0,,N,,-1.206950784,,,,,,,,,,,,,,,,
D04,4,LYRU,3,39.032,-123.07932,470,0.006382979,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D04,4,Dogs,0,39.032,-123.07932,470,0,0,,N,,1.350430489,,,,,,,,,,,,,,,,
D06,4,LYRU,9,39.02524,-123.0786,459,0.019607843,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D06,4,Dogs,0,39.02524,-123.0786,459,0,0,,N,,0.91482234,,,,,,,,,,,,,,,,
D08,4,LYRU,5,39.01839,-123.07802,470,0.010638298,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D08,4,Dogs,0,39.01839,-123.07802,470,0,0,,N,,0.244259447,,,,,,,,,,,,,,,,
D10,4,LYRU,7,39.01199,-123.07796,450,0.015555556,,,Y,,-0.217530221,,,,,,,,,,,,,,,,
D10,4,Dogs,1,39.01199,-123.07796,450,0.002222222,,,Y,,-0.217530221,,,,,,,,,,,,,,,,
D12,4,LYRU,1,39.00478,-123.07772,469,0.002132196,,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D12,4,Dogs,3,39.00478,-123.07772,469,0.006396588,,,Y,,-0.745918572,,,,,,,,,,,,,,,,
D14,4,LYRU,2,38.99776,-123.07731,457,0.004376368,,,Y,,-0.791820228,,,,,,,,,,,,,,,,
D14,4,Dogs,4,38.99776,-123.07731,457,0.008752735,,,Y,,-0.791820228,,,,,,,,,,,,,,,,
D16,4,LYRU,1,38.99145,-123.07739,453,0.002207506,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
D16,4,Dogs,0,38.99145,-123.07739,453,0,0,,N,,-0.723310411,,,,,,,,,,,,,,,,
E05,4,LYRU,10,39.02881,-123.07079,463,0.021598272,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E05,4,Dogs,0,39.02881,-123.07079,463,0,0,,N,,1.65776968,,,,,,,,,,,,,,,,
E07,4,LYRU,0,39.0221,-123.0712,450,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E07,4,Dogs,0,39.0221,-123.0712,450,0,0,,N,,0.827749372,,,,,,,,,,,,,,,,
E09,4,LYRU,0,39.0153,-123.0707,454,0,0,,N,,0.269932121,,,,,,,,,,,,,,,,
E09,4,Dogs,0,39.0153,-123.0707,454,0,0,,N,,0.269932121,,,,,,,,,,,,,,,,
E11,4,LYRU,4,39.00868,-123.07081,470,0.008510638,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E11,4,Dogs,0,39.00868,-123.07081,470,0,0,,N,,-0.340461224,,,,,,,,,,,,,,,,
E13,4,LYRU,1,39.00151,-123.07004,466,0.002145923,0,,N,,-0.839186609,,,,,,,,,,,,,,,,
E13,4,Dogs,0,39.00151,-123.07004,466,0,0,,N,,-0.839186609,,,,,,,,,,,,,,,,
E15,4,LYRU,2,38.99478,-123.06953,457,0.004376368,,,Y,,-0.870527864,,,,,,,,,,,,,,,,
E15,4,Dogs,3,38.99478,-123.06953,457,0.006564551,,,Y,,-0.870527864,,,,,,,,,,,,,,,,
E17,4,LYRU,0,38.98867,-123.06975,463,0,,,Y,,-0.960982919,,,,,,,,,,,,,,,,
E17,4,Dogs,73,38.98867,-123.06975,463,0.157667387,,,Y,,-0.960982919,,,,,,,,,,,,,,,,
F04,4,LYRU,0,39.03244,-123.06379,458,0,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F04,4,Dogs,0,39.03244,-123.06379,458,0,0,,N,,1.888431549,,,,,,,,,,,,,,,,
F06,4,LYRU,1,39.02548,-123.06373,475,0.002105263,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F06,4,Dogs,0,39.02548,-123.06373,475,0,0,,N,,1.417954922,,,,,,,,,,,,,,,,
F08,4,LYRU,2,39.01849,-123.06368,461,0.004338395,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F08,4,Dogs,0,39.01849,-123.06368,461,0,0,,N,,0.975879133,,,,,,,,,,,,,,,,
F10,4,LYRU,1,39.01194,-123.063,451,0.002217295,0,,N,,0.293638736,,,,,,,,,,,,,,,,
F10,4,Dogs,0,39.01194,-123.063,451,0,0,,N,,0.293638736,,,,,,,,,,,,,,,,
G09,4,LYRU,0,39.01552,-123.05519,469,0,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G09,4,Dogs,0,39.01552,-123.05519,469,0,0,,N,,0.75159812,,,,,,,,,,,,,,,,
G11,4,LYRU,5,39.009,-123.05591,444,0.011261261,,,,,0.388111562,,,,,,,,,,,,,,,,
G11,4,Dogs,,39.009,-123.05591,444,,,,,,0.388111562,,,,,,,,,,,,,,,,
