X,Camera_folder,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images,Camera,Phase,Foxlight,Dog_Presence
30,Cam01_Phase1_FoxN,LYRU,10/24/2018 6:07,2018-10-24,6:07:42,0,0,0,0,master_cam_photos/Cam01_Phase1_FoxN/LYRU,01150338.JPG,1,Cam01,Phase1,FoxN,Y
33,Cam01_Phase1_FoxN,LYRU,10/24/2018 15:53,2018-10-24,15:53:48,35120,585.3,9.8,0.4,master_cam_photos/Cam01_Phase1_FoxN/LYRU,01150341.JPG,1,Cam01,Phase1,FoxN,Y
34,Cam01_Phase1_FoxN,LYRU,10/28/2018 7:53,2018-10-28,7:53:41,316793,5279.9,88,3.7,master_cam_photos/Cam01_Phase1_FoxN/LYRU,01190362.JPG,1,Cam01,Phase1,FoxN,Y
35,Cam01_Phase1_FoxN,LYRU,10/28/2018 8:10,2018-10-28,8:10:45,1024,17.1,0.3,0,master_cam_photos/Cam01_Phase1_FoxN/LYRU,01190363.JPG,1,Cam01,Phase1,FoxN,Y
325,Cam01_Phase2_FoxY,LYRU,11/26/2018 15:52,2018-11-26,15:52:14,0,0,0,0,master_cam_photos/Cam01_Phase2_FoxY/LYRU,01020178.JPG,1,Cam01,Phase2,FoxY,Y
328,Cam01_Phase2_FoxY,LYRU,12/9/2018 8:44,2018-12-09,8:44:36,1096858,18281,304.7,12.7,master_cam_photos/Cam01_Phase2_FoxY/LYRU,01050796.JPG,1,Cam01,Phase2,FoxY,Y
1216,Cam01_Phase3_FoxN,Dogs,1/25/2019 19:27,2019-01-25,19:27:15,0,0,0,0,master_cam_photos/Cam01_Phase3_FoxN/Dogs,01250123.JPG,1,Cam01,Phase3,FoxN,Y
1805,Cam01_Phase4_FoxY,LYRU,3/8/2019 16:43,2019-03-08,16:43:15,0,0,0,0,master_cam_photos/Cam01_Phase4_FoxY/LYRU,03080768.JPG,1,Cam01,Phase4,FoxY,N
1889,Cam01_Phase5_FoxN,LYRU,4/1/2019 23:16,2019-04-01,23:16:29,0,0,0,0,master_cam_photos/Cam01_Phase5_FoxN/LYRU,04010830.JPG,1,Cam01,Phase5,FoxN,N
2078,Cam01_Phase8_FoxY,Dogs,11/30/2019 14:45,2019-11-30,14:45:49,0,0,0,0,master_cam_photos/Cam01_Phase8_FoxY/Dogs,11300314.JPG,1,Cam01,Phase8,FoxY,Y
2080,Cam01_Phase8_FoxY,Dogs,12/1/2019 8:09,2019-12-01,8:09:30,62620,1043.7,17.4,0.7,master_cam_photos/Cam01_Phase8_FoxY/Dogs,12010346.JPG,1,Cam01,Phase8,FoxY,Y
2083,Cam01_Phase8_FoxY,Dogs,12/2/2019 7:59,2019-12-02,7:59:15,85772,1429.5,23.8,1,master_cam_photos/Cam01_Phase8_FoxY/Dogs,12020408.JPG,1,Cam01,Phase8,FoxY,Y
2377,Cam01_Phase9_FoxN,Dogs,12/11/2019 12:29,2019-12-11,12:29:11,0,0,0,0,master_cam_photos/Cam01_Phase9_FoxN/Dogs,12110001.JPG,1,Cam01,Phase9,FoxN,Y
2582,Cam02_Phase1_FoxY,LYRU,10/21/2018 17:42,2018-10-21,17:42:24,0,0,0,0,master_cam_photos/Cam02_Phase1_FoxY/LYRU,10210181.JPG,1,Cam02,Phase1,FoxY,N
2584,Cam02_Phase1_FoxY,LYRU,10/30/2018 10:14,2018-10-30,10:14:36,750731,12512.2,208.5,8.7,master_cam_photos/Cam02_Phase1_FoxY/LYRU,10300237.JPG,1,Cam02,Phase1,FoxY,N
2765,Cam02_Phase2_FoxN,Dogs,11/17/2018 16:06,2018-11-17,16:06:10,0,0,0,0,master_cam_photos/Cam02_Phase2_FoxN/Dogs,11170443.JPG,1,Cam02,Phase2,FoxN,N
2773,Cam02_Phase2_FoxN,Dogs,11/17/2018 22:16,2018-11-17,22:16:29,20686,344.8,5.7,0.2,master_cam_photos/Cam02_Phase2_FoxN/Dogs,11170553.JPG,1,Cam02,Phase2,FoxN,N
2774,Cam02_Phase2_FoxN,Dogs,11/19/2018 13:55,2018-11-19,13:55:51,142762,2379.4,39.7,1.7,master_cam_photos/Cam02_Phase2_FoxN/Dogs,11190555.JPG,1,Cam02,Phase2,FoxN,N
2780,Cam02_Phase2_FoxN,Dogs,11/19/2018 18:09,2018-11-19,18:09:27,14029,233.8,3.9,0.2,master_cam_photos/Cam02_Phase2_FoxN/Dogs,11190711.JPG,1,Cam02,Phase2,FoxN,N
2781,Cam02_Phase2_FoxN,Dogs,1/3/2019 8:28,2019-01-03,8:28:44,3853157,64219.3,1070.3,44.6,master_cam_photos/Cam02_Phase2_FoxN/Dogs,01030863.JPG,1,Cam02,Phase2,FoxN,N
2786,Cam02_Phase2_FoxN,LYRU,11/19/2018 17:50,2018-11-19,17:50:28,0,0,0,0,master_cam_photos/Cam02_Phase2_FoxN/LYRU,11190709.JPG,1,Cam02,Phase2,FoxN,Y
2788,Cam02_Phase2_FoxN,LYRU,11/20/2018 14:49,2018-11-20,14:49:32,75543,1259,21,0.9,master_cam_photos/Cam02_Phase2_FoxN/LYRU,11200713.JPG,1,Cam02,Phase2,FoxN,Y
2790,Cam02_Phase2_FoxN,LYRU,1/1/2019 9:04,2019-01-01,9:04:43,3608110,60135.2,1002.3,41.8,master_cam_photos/Cam02_Phase2_FoxN/LYRU,01010855.JPG,1,Cam02,Phase2,FoxN,Y
2792,Cam02_Phase2_FoxN,LYRU,1/3/2019 12:39,2019-01-03,12:39:15,185671,3094.5,51.6,2.1,master_cam_photos/Cam02_Phase2_FoxN/LYRU,01030867.JPG,1,Cam02,Phase2,FoxN,Y
2794,Cam02_Phase2_FoxN,LYRU,1/12/2019 3:23,2019-01-12,3:23:14,744238,12404,206.7,8.6,master_cam_photos/Cam02_Phase2_FoxN/LYRU,01120062.JPG,1,Cam02,Phase2,FoxN,Y
3347,Cam02_Phase3_FoxY,Dogs,1/14/2019 12:17,2019-01-14,12:17:16,0,0,0,0,master_cam_photos/Cam02_Phase3_FoxY/Dogs,01140063.JPG,1,Cam02,Phase3,FoxY,N
3348,Cam02_Phase3_FoxY,Dogs,1/17/2019 12:59,2019-01-17,12:59:43,261747,4362.4,72.7,3,master_cam_photos/Cam02_Phase3_FoxY/Dogs,01170093.JPG,1,Cam02,Phase3,FoxY,N
3349,Cam02_Phase3_FoxY,Dogs,2/5/2019 7:44,2019-02-05,7:44:17,1622674,27044.6,450.7,18.8,master_cam_photos/Cam02_Phase3_FoxY/Dogs,02050223.JPG,1,Cam02,Phase3,FoxY,N
3361,Cam02_Phase3_FoxY,LYRU,1/14/2019 3:21,2019-01-14,3:21:42,0,0,0,0,master_cam_photos/Cam02_Phase3_FoxY/LYRU,01140001.JPG,1,Cam02,Phase3,FoxY,Y
3362,Cam02_Phase3_FoxY,LYRU,1/14/2019 23:30,2019-01-14,23:30:10,72508,1208.5,20.1,0.8,master_cam_photos/Cam02_Phase3_FoxY/LYRU,01140067.JPG,1,Cam02,Phase3,FoxY,Y
3364,Cam02_Phase3_FoxY,LYRU,1/19/2019 17:24,2019-01-19,17:24:54,410083,6834.7,113.9,4.7,master_cam_photos/Cam02_Phase3_FoxY/LYRU,01190097.JPG,1,Cam02,Phase3,FoxY,Y
3365,Cam02_Phase3_FoxY,LYRU,2/1/2019 1:05,2019-02-01,1:05:49,1064455,17740.9,295.7,12.3,master_cam_photos/Cam02_Phase3_FoxY/LYRU,02010209.JPG,1,Cam02,Phase3,FoxY,Y
3614,Cam02_Phase5_FoxY,LYRU,4/13/2019 2:05,2019-04-13,2:05:37,0,0,0,0,master_cam_photos/Cam02_Phase5_FoxY/LYRU,04130409.JPG,1,Cam02,Phase5,FoxY,N
3637,Cam02_Phase7_FoxY,LYRU,7/6/2019 19:42,2019-07-06,19:42:37,0,0,0,0,master_cam_photos/Cam02_Phase7_FoxY/LYRU,01080783.JPG,1,Cam02,Phase7,FoxY,N
3745,Cam02_Phase8_FoxN,Dogs,10/31/2019 13:30,2019-10-31,13:30:30,0,0,0,0,master_cam_photos/Cam02_Phase8_FoxN/Dogs,10310515.JPG,1,Cam02,Phase8,FoxN,Y
3747,Cam02_Phase8_FoxN,Dogs,11/8/2019 19:41,2019-11-08,19:41:29,713458,11891,198.2,8.3,master_cam_photos/Cam02_Phase8_FoxN/Dogs,11080347.JPG,1,Cam02,Phase8,FoxN,Y
3826,Cam02_Phase8_FoxN,Dogs,11/9/2019 0:27,2019-11-09,0:27:58,15769,262.8,4.4,0.2,master_cam_photos/Cam02_Phase8_FoxN/Dogs,11090539.JPG,1,Cam02,Phase8,FoxN,Y
3836,Cam02_Phase8_FoxN,Dogs,11/29/2019 8:49,2019-11-29,8:49:19,1758015,29300.2,488.3,20.3,master_cam_photos/Cam02_Phase8_FoxN/Dogs,11290532.JPG,1,Cam02,Phase8,FoxN,Y
3837,Cam02_Phase8_FoxN,Dogs,11/30/2019 8:25,2019-11-30,8:25:46,84987,1416.4,23.6,1,master_cam_photos/Cam02_Phase8_FoxN/Dogs,11300594.JPG,1,Cam02,Phase8,FoxN,Y
3840,Cam02_Phase8_FoxN,Dogs,12/1/2019 7:27,2019-12-01,7:27:17,82879,1381.3,23,1,master_cam_photos/Cam02_Phase8_FoxN/Dogs,12010598.JPG,1,Cam02,Phase8,FoxN,Y
3846,Cam02_Phase8_FoxN,LYRU,10/22/2019 8:51,2019-10-22,8:51:33,0,0,0,0,master_cam_photos/Cam02_Phase8_FoxN/LYRU,10220785.JPG,1,Cam02,Phase8,FoxN,Y
3847,Cam02_Phase8_FoxN,LYRU,11/15/2019 15:44,2019-11-15,15:44:56,2098403,34973.4,582.9,24.3,master_cam_photos/Cam02_Phase8_FoxN/LYRU,11150959.JPG,1,Cam02,Phase8,FoxN,Y
3851,Cam02_Phase8_FoxN,LYRU,11/17/2019 14:39,2019-11-17,14:39:46,168877,2814.6,46.9,2,master_cam_photos/Cam02_Phase8_FoxN/LYRU,11170032.JPG,1,Cam02,Phase8,FoxN,Y
3853,Cam02_Phase8_FoxN,LYRU,11/17/2019 17:06,2019-11-17,17:06:10,8783,146.4,2.4,0.1,master_cam_photos/Cam02_Phase8_FoxN/LYRU,11170034.JPG,1,Cam02,Phase8,FoxN,Y
4509,Cam02_Phase9_FoxY,Dogs,12/17/2019 10:57,2019-12-17,10:57:01,0,0,0,0,master_cam_photos/Cam02_Phase9_FoxY/Dogs,12170029.JPG,1,Cam02,Phase9,FoxY,Y
4511,Cam02_Phase9_FoxY,Dogs,12/28/2019 7:23,2019-12-28,7:23:09,937567,15626.1,260.4,10.8,master_cam_photos/Cam02_Phase9_FoxY/Dogs,12280045.JPG,1,Cam02,Phase9,FoxY,Y
5072,Cam03_Phase1_FoxN,LYRU,10/20/2018 4:34,2018-10-20,4:34:58,0,0,0,0,master_cam_photos/Cam03_Phase1_FoxN/LYRU,10200375.JPG,1,Cam03,Phase1,FoxN,N
5074,Cam03_Phase1_FoxN,LYRU,11/3/2018 19:49,2018-11-03,19:49:46,1264486,21074.8,351.2,14.6,master_cam_photos/Cam03_Phase1_FoxN/LYRU,11030571.JPG,1,Cam03,Phase1,FoxN,N
5533,Cam03_Phase2_FoxY,LYRU,11/19/2018 13:05,2018-11-19,13:05:30,0,0,0,0,master_cam_photos/Cam03_Phase2_FoxY/LYRU,01010395.JPG,1,Cam03,Phase2,FoxY,N
5534,Cam03_Phase2_FoxY,LYRU,11/24/2018 11:15,2018-11-24,11:15:08,425378,7089.6,118.2,4.9,master_cam_photos/Cam03_Phase2_FoxY/LYRU,01040330.JPG,1,Cam03,Phase2,FoxY,N
5535,Cam03_Phase2_FoxY,LYRU,11/27/2018 7:44,2018-11-27,7:44:11,246543,4109,68.5,2.9,master_cam_photos/Cam03_Phase2_FoxY/LYRU,01050336.JPG,1,Cam03,Phase2,FoxY,N
5536,Cam03_Phase2_FoxY,LYRU,12/4/2018 18:38,2018-12-04,18:38:07,644036,10733.9,178.9,7.5,master_cam_photos/Cam03_Phase2_FoxY/LYRU,01070380.JPG,1,Cam03,Phase2,FoxY,N
5738,Cam03_Phase3_FoxN,Dogs,1/17/2019 15:15,2019-01-17,15:15:02,0,0,0,0,master_cam_photos/Cam03_Phase3_FoxN/Dogs,01170082.JPG,1,Cam03,Phase3,FoxN,N
5789,Cam03_Phase3_FoxN,LYRU,1/22/2019 21:38,2019-01-22,21:38:08,0,0,0,0,master_cam_photos/Cam03_Phase3_FoxN/LYRU,01220834.JPG,1,Cam03,Phase3,FoxN,N
6094,Cam03_Phase4_FoxY,Dogs,3/15/2019 10:42,2019-03-15,10:42:31,0,0,0,0,master_cam_photos/Cam03_Phase4_FoxY/Dogs,01180141.JPG,1,Cam03,Phase4,FoxY,N
6096,Cam03_Phase4_FoxY,Dogs,3/20/2019 10:59,2019-03-20,10:59:50,433036,7217.3,120.3,5,master_cam_photos/Cam03_Phase4_FoxY/Dogs,01190205.JPG,1,Cam03,Phase4,FoxY,N
6208,Cam03_Phase4_FoxY,LYRU,2/20/2019 22:00,2019-02-20,22:00:53,0,0,0,0,master_cam_photos/Cam03_Phase4_FoxY/LYRU,01020847.JPG,1,Cam03,Phase4,FoxY,N
6210,Cam03_Phase4_FoxY,LYRU,2/23/2019 22:47,2019-02-23,22:47:55,262021,4367,72.8,3,master_cam_photos/Cam03_Phase4_FoxY/LYRU,01040756.JPG,1,Cam03,Phase4,FoxY,N
6212,Cam03_Phase4_FoxY,LYRU,3/13/2019 6:32,2019-03-13,6:32:38,1496682,24944.7,415.7,17.3,master_cam_photos/Cam03_Phase4_FoxY/LYRU,01130069.JPG,1,Cam03,Phase4,FoxY,N
6214,Cam03_Phase4_FoxY,LYRU,3/31/2019 7:05,2019-03-31,7:05:10,1557150,25952.5,432.5,18,master_cam_photos/Cam03_Phase4_FoxY/LYRU,01260745.JPG,1,Cam03,Phase4,FoxY,N
6633,Cam03_Phase5_FoxN,LYRU,4/7/2019 17:05,2019-04-07,17:05:53,0,0,0,0,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04070083.JPG,1,Cam03,Phase5,FoxN,N
6635,Cam03_Phase5_FoxN,LYRU,4/11/2019 18:59,2019-04-11,18:59:06,352392,5873.2,97.9,4.1,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04110182.JPG,1,Cam03,Phase5,FoxN,N
6637,Cam03_Phase5_FoxN,LYRU,4/12/2019 15:04,2019-04-12,15:04:50,72342,1205.7,20.1,0.8,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04120294.JPG,1,Cam03,Phase5,FoxN,N
6639,Cam03_Phase5_FoxN,LYRU,4/17/2019 10:48,2019-04-17,10:48:22,416611,6943.5,115.7,4.8,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04170780.JPG,1,Cam03,Phase5,FoxN,N
6649,Cam03_Phase5_FoxN,LYRU,4/19/2019 5:59,2019-04-19,5:59:51,155440,2590.7,43.2,1.8,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04190806.JPG,1,Cam03,Phase5,FoxN,N
6651,Cam03_Phase5_FoxN,LYRU,4/22/2019 11:05,2019-04-22,11:05:26,277531,4625.5,77.1,3.2,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04220497.JPG,1,Cam03,Phase5,FoxN,N
6655,Cam03_Phase5_FoxN,LYRU,4/22/2019 16:33,2019-04-22,16:33:34,19676,327.9,5.5,0.2,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04220545.JPG,1,Cam03,Phase5,FoxN,N
6661,Cam03_Phase5_FoxN,LYRU,4/25/2019 9:14,2019-04-25,9:14:19,232816,3880.3,64.7,2.7,master_cam_photos/Cam03_Phase5_FoxN/LYRU,04250685.JPG,1,Cam03,Phase5,FoxN,N
6887,Cam03_Phase6_FoxY,LYRU,6/27/2019 20:04,2019-06-27,20:04:25,0,0,0,0,master_cam_photos/Cam03_Phase6_FoxY/LYRU,06270848.JPG,1,Cam03,Phase6,FoxY,N
6889,Cam03_Phase6_FoxY,LYRU,6/28/2019 19:11,2019-06-28,19:11:59,83250,1387.5,23.1,1,master_cam_photos/Cam03_Phase6_FoxY/LYRU,06280329.JPG,1,Cam03,Phase6,FoxY,N
6891,Cam03_Phase6_FoxY,LYRU,6/29/2019 6:38,2019-06-29,6:38:20,41179,686.3,11.4,0.5,master_cam_photos/Cam03_Phase6_FoxY/LYRU,06290389.JPG,1,Cam03,Phase6,FoxY,N
7218,Cam03_Phase8_FoxY,LYRU,10/26/2019 6:20,2019-10-26,6:20:13,0,0,0,0,master_cam_photos/Cam03_Phase8_FoxY/LYRU,10260656.JPG,1,Cam03,Phase8,FoxY,N
7220,Cam03_Phase8_FoxY,LYRU,10/27/2019 10:47,2019-10-27,10:47:30,102436,1707.3,28.5,1.2,master_cam_photos/Cam03_Phase8_FoxY/LYRU,10270748.JPG,1,Cam03,Phase8,FoxY,N
7222,Cam03_Phase8_FoxY,LYRU,10/27/2019 21:53,2019-10-27,21:53:53,39982,666.4,11.1,0.5,master_cam_photos/Cam03_Phase8_FoxY/LYRU,10270940.JPG,1,Cam03,Phase8,FoxY,N
7224,Cam03_Phase8_FoxY,LYRU,10/29/2019 12:00,2019-10-29,12:00:25,137190,2286.5,38.1,1.6,master_cam_photos/Cam03_Phase8_FoxY/LYRU,10290043.JPG,1,Cam03,Phase8,FoxY,N
7226,Cam03_Phase8_FoxY,LYRU,11/6/2019 22:47,2019-11-06,22:47:49,730043,12167.4,202.8,8.5,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11060643.JPG,1,Cam03,Phase8,FoxY,N
7228,Cam03_Phase8_FoxY,LYRU,11/11/2019 21:25,2019-11-11,21:25:15,427045,7117.4,118.6,4.9,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11110841.JPG,1,Cam03,Phase8,FoxY,N
7230,Cam03_Phase8_FoxY,LYRU,11/14/2019 5:14,2019-11-14,5:14:33,200955,3349.2,55.8,2.3,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11140907.JPG,1,Cam03,Phase8,FoxY,N
7232,Cam03_Phase8_FoxY,LYRU,11/14/2019 8:38,2019-11-14,8:38:50,12256,204.3,3.4,0.1,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11140909.JPG,1,Cam03,Phase8,FoxY,N
7234,Cam03_Phase8_FoxY,LYRU,11/15/2019 20:00,2019-11-15,20:00:52,127321,2122,35.4,1.5,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11150969.JPG,1,Cam03,Phase8,FoxY,N
7236,Cam03_Phase8_FoxY,LYRU,11/21/2019 19:44,2019-11-21,19:44:58,517443,8624,143.7,6,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11210156.JPG,1,Cam03,Phase8,FoxY,N
7238,Cam03_Phase8_FoxY,LYRU,11/23/2019 4:27,2019-11-23,4:27:54,117773,1962.9,32.7,1.4,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11230196.JPG,1,Cam03,Phase8,FoxY,N
7240,Cam03_Phase8_FoxY,LYRU,11/30/2019 13:45,2019-11-30,13:45:53,638277,10638,177.3,7.4,master_cam_photos/Cam03_Phase8_FoxY/LYRU,11300386.JPG,1,Cam03,Phase8,FoxY,N
7242,Cam03_Phase8_FoxY,LYRU,12/4/2019 18:43,2019-12-04,18:43:04,363430,6057.2,101,4.2,master_cam_photos/Cam03_Phase8_FoxY/LYRU,12040454.JPG,1,Cam03,Phase8,FoxY,N
7244,Cam03_Phase8_FoxY,LYRU,12/5/2019 11:48,2019-12-05,11:48:35,61530,1025.5,17.1,0.7,master_cam_photos/Cam03_Phase8_FoxY/LYRU,12050472.JPG,1,Cam03,Phase8,FoxY,N
7246,Cam03_Phase8_FoxY,LYRU,12/9/2019 16:36,2019-12-09,16:36:11,362855,6047.6,100.8,4.2,master_cam_photos/Cam03_Phase8_FoxY/LYRU,12090576.JPG,1,Cam03,Phase8,FoxY,N
8221,Cam03_Phase9_FoxN,Dogs,1/28/2020 12:45,2020-01-28,12:45:58,0,0,0,0,master_cam_photos/Cam03_Phase9_FoxN/Dogs,01280511.JPG,1,Cam03,Phase9,FoxN,N
8320,Cam03_Phase9_FoxN,LYRU,12/12/2019 17:55,2019-12-12,17:55:53,0,0,0,0,master_cam_photos/Cam03_Phase9_FoxN/LYRU,12120772.JPG,1,Cam03,Phase9,FoxN,N
8322,Cam03_Phase9_FoxN,LYRU,12/14/2019 16:35,2019-12-14,16:35:29,167974,2799.6,46.7,1.9,master_cam_photos/Cam03_Phase9_FoxN/LYRU,12140812.JPG,1,Cam03,Phase9,FoxN,N
8324,Cam03_Phase9_FoxN,LYRU,12/18/2019 22:30,2019-12-18,22:30:06,366876,6114.6,101.9,4.2,master_cam_photos/Cam03_Phase9_FoxN/LYRU,12180868.JPG,1,Cam03,Phase9,FoxN,N
8326,Cam03_Phase9_FoxN,LYRU,12/21/2019 22:54,2019-12-21,22:54:04,260635,4343.9,72.4,3,master_cam_photos/Cam03_Phase9_FoxN/LYRU,12210920.JPG,1,Cam03,Phase9,FoxN,N
8328,Cam03_Phase9_FoxN,LYRU,12/28/2019 8:44,2019-12-28,8:44:32,553827,9230.5,153.8,6.4,master_cam_photos/Cam03_Phase9_FoxN/LYRU,12280021.JPG,1,Cam03,Phase9,FoxN,N
8330,Cam03_Phase9_FoxN,LYRU,1/7/2020 3:47,2020-01-07,3:47:29,846175,14102.9,235,9.8,master_cam_photos/Cam03_Phase9_FoxN/LYRU,01070167.JPG,1,Cam03,Phase9,FoxN,N
